Rank,Symbol,Volatility
1,SANOFI,0.008331
2,TATACONSUM,0.00853
3,GLAXO,0.00857
4,KOTAKBANK,0.008773
5,TORNTPHARM,0.008825
6,MARUTI,0.009686
7,NTPC,0.009709
8,ALKEM,0.009884
9,NATCOPHARM,0.009897
10,PGHH,0.009994
11,SUNPHARMA,0.010021
12,ADANIENT,0.010047
13,NESTLEIND,0.010119
14,OFSS,0.010251
15,GRASIM,0.010343
16,DRREDDY,0.01035
17,WIPRO,0.010513
18,ABBOTINDIA,0.010529
19,BOSCHLTD,0.010539
20,COLPAL,0.010587
