Rank,Symbol,Volatility
1,GLAXO,0.004802
2,MINDTREE,0.006353
3,ZFCVINDIA,0.009037
4,COLPAL,0.009612
5,HINDUNILVR,0.010441
6,HDFCBANK,0.010641
7,OIL,0.010736
8,ENDURANCE,0.010817
9,CUB,0.010961
10,NIACL,0.011022
11,GSKCONS,0.011068
12,CHOLAHLDNG,0.011099
13,KOTAKBANK,0.011204
14,PGHH,0.011213
15,SANOFI,0.011279
16,INFY,0.011403
17,OFSS,0.011404
18,BOSCHLTD,0.011414
19,HAVELLS,0.011516
20,WIPRO,0.01166
