Rank,Symbol,Volatility
1,ADANIENT,0.000246
2,CRISIL,0.007622
3,HDFCBANK,0.007878
4,PGHH,0.008163
5,GSKCONS,0.008429
6,LTTS,0.008729
7,GILLETTE,0.008849
8,PFIZER,0.009045
9,MARUTI,0.00974
10,TTKPRESTIG,0.0098
11,HCLTECH,0.009956
12,SOLARINDS,0.010062
13,CASTROLIND,0.010154
14,M&M,0.010316
15,BRITANNIA,0.010406
16,GLAXO,0.010474
17,POWERGRID,0.01053
18,SKFINDIA,0.010637
19,KOTAKBANK,0.010701
20,LALPATHLAB,0.010971
