Rank,Symbol,Volatility
1,LUPIN,0.010813
2,CIPLA,0.012097
3,ICICIGI,0.012203
4,NESTLEIND,0.012887
5,MARICO,0.01292
6,BHARTIARTL,0.013003
7,SUNPHARMA,0.013406
8,APOLLOHOSP,0.013641
9,HINDUNILVR,0.013829
10,BRITANNIA,0.01398
11,TORNTPHARM,0.014037
12,ITC,0.014601
13,DIVISLAB,0.014954
14,PATANJALI,0.015
15,ABBOTINDIA,0.01517
16,BERGEPAINT,0.015359
17,MAXHEALTH,0.015673
18,NTPC,0.015747
19,DABUR,0.015865
20,SBILIFE,0.015889
