Rank,Symbol,Volatility
1,GILLETTE,0.012791
2,ZFCVINDIA,0.013969
3,SCHAEFFLER,0.015017
4,CHOLAHLDNG,0.015859
5,SUNDARMFIN,0.016076
6,OBEROIRLTY,0.016703
7,VGUARD,0.016726
8,COLPAL,0.016931
9,SANOFI,0.017332
10,DABUR,0.017392
11,ASIANPAINT,0.017705
12,PGHH,0.018086
13,LUPIN,0.018163
14,MARICO,0.018233
15,SYNGENE,0.01825
16,KANSAINER,0.018265
17,THERMAX,0.01844
18,NESTLEIND,0.018907
19,PIDILITIND,0.019007
20,SKFINDIA,0.01903
