Rank,Symbol,Volatility
1,ADANIENT,0.000485
2,COLPAL,0.016453
3,3MINDIA,0.020211
4,PGHH,0.020397
5,GLAXO,0.021334
6,PFIZER,0.022085
7,ASIANPAINT,0.022807
8,IGL,0.023077
9,SHRIRAMFIN,0.023965
10,ITC,0.025857
11,BRITANNIA,0.026282
12,HEROMOTOCO,0.02648
13,PATELENG,0.02789
14,SYNDIBANK,0.027896
15,HUBTOWN,0.028124
16,MARICO,0.028342
17,SANOFI,0.028724
18,HINDUNILVR,0.028984
19,DRREDDY,0.029201
20,JSWDULUX,0.029327
