Rank,Symbol,Volatility
1,ADANIENT,0.004573
2,ICICIBANK,0.007207
3,SUNDARMFIN,0.00723
4,HINDZINC,0.007501
5,PGHH,0.007758
6,PFIZER,0.008897
7,RELIANCE,0.00892
8,MARUTI,0.008923
9,HINDUNILVR,0.008942
10,BATAINDIA,0.009036
11,LICI,0.00909
12,TITAN,0.009102
13,BAYERCROP,0.009114
14,WHIRLPOOL,0.009146
15,ASIANPAINT,0.009152
16,UNITDSPR,0.009434
17,ULTRACEMCO,0.009484
18,TATAPOWER,0.009487
19,PIDILITIND,0.009584
20,ABBOTINDIA,0.009656
