Rank,Symbol,Volatility
1,ADANIENT,0.000171
2,GILLETTE,0.005417
3,GLAXO,0.005724
4,HDFCBANK,0.009288
5,COLPAL,0.009314
6,HONAUT,0.009689
7,DABUR,0.009965
8,BAJAJ-AUTO,0.009994
9,LUPIN,0.010155
10,HINDUNILVR,0.010255
11,CRISIL,0.010309
12,SKFINDIA,0.010393
13,WIPRO,0.010404
14,AJANTPHARM,0.010406
15,CIPLA,0.010501
16,PGHH,0.010582
17,PFIZER,0.010677
18,VAKRANGEE,0.010685
19,CYIENT,0.010789
20,UBL,0.010898
