Rank,Symbol,Volatility
1,ADANIENT,5.1e-05
2,JUBLPHARMA,0.008852
3,BOSCHLTD,0.012352
4,SCI,0.012926
5,DREDGECORP,0.013927
6,SANOFI,0.013955
7,ACC,0.014801
8,ASIANPAINT,0.014824
9,BIOCON,0.014863
10,ORIENTBANK,0.015241
11,IOC,0.015331
12,IGS,0.015379
13,SBIN,0.015631
14,GRASIM,0.015721
15,NATIONALUM,0.015743
16,SUNPHARMA,0.015807
17,PNB,0.016017
18,INFY,0.016076
19,INDHOTEL,0.016133
20,DRREDDY,0.016234
