Rank,Symbol,Volatility
1,ADANIENT,0.000241
2,HDFCBANK,0.007435
3,GSKCONS,0.007585
4,CRISIL,0.007588
5,PGHH,0.008324
6,PFIZER,0.008602
7,SOLARINDS,0.008643
8,GLAXO,0.008839
9,M&M,0.00889
10,LT,0.009351
11,INDUSINDBK,0.009359
12,SKFINDIA,0.009501
13,MARUTI,0.009656
14,LTTS,0.009857
15,GILLETTE,0.009929
16,KOTAKBANK,0.010067
17,HCLTECH,0.010211
18,BAJAJ-AUTO,0.010375
19,ASIANPAINT,0.010471
20,DBCORP,0.010579
